system:index,Code Departamento,Code Provincia,Date (YMD),Departamento,Provincia,codeRio,distanciaRio,elevacion_m,estacion,fecha0,fechas,hayRioCercano,idx,lat,lon,pendiente_grados,precipitation_sum,runoff_sum,temperature_2m,tipoDeSuelo,total_evaporation_sum,volumetric_soil_water_layer_1,.geo
920,06245,6,18/10/1998,Ensenada,Buenos Aires,3314-1708,6.45,8,primavera,1998-10-12,"[1998-10-12, 1998-10-13, 1998-10-14, 1998-10-15, 1998-10-16, 1998-10-17, 1998-10-18]",true,920,-34.87584856,-57.9336299,5.71,"[0.1, 0, 0, 0, 3.4, 1.6, 0]",2.002716064453125E-5,290.0297374725342,Miscelaneas,-0.00285528227686882,0.33168792724609375,"{""type"":""Point"",""coordinates"":[-57.9336299,-34.875848559999994]}"
921,06161,6,6/1/2009,Carmen de Areco,Buenos Aires,32711-6544,5.4,52,verano,2009-01-05,"[2009-01-05, 2009-01-06, 2009-01-07, 2009-01-08, 2009-01-09, 2009-01-10, 2009-01-11]",true,921,-34.4145467,-59.8540512,1.12,"[0, 0.2, 0, 0, 0, 0, 0]",2.8908252716064453E-6,299.2918014526367,Molisoles,-0.0013558156788349152,0.2770989735921224,"{""type"":""Point"",""coordinates"":[-59.8540512,-34.41454670000001]}"
922,06140,6,28/6/2014,Capitan Sarmiento,Buenos Aires,6745-2129,5.72,42,invierno,2014-06-23,"[2014-06-23, 2014-06-24, 2014-06-25, 2014-06-26, 2014-06-27, 2014-06-28, 2014-06-29]",true,922,-34.1731879,-59.9792421,0.93,"[1.2, 0, 0, 0, 0, 0, 0]",4.951655864715576E-5,288.8339163462321,Molisoles,-6.451625376939774E-4,0.4558798472086589,"{""type"":""Point"",""coordinates"":[-59.9792421,-34.1731879]}"
923,06126,6,20/3/1990,Campana,Buenos Aires,26206-5876,0.02,4,verano,1990-03-19,"[1990-03-19, 1990-03-20, 1990-03-21, 1990-03-22, 1990-03-23, 1990-03-24, 1990-03-25]",true,923,-34.059934,-58.836065,2.91,"[0, 0, 0.3, 0, 12.5, 0.6, 0.1]",2.9802322387695312E-8,291.8430169423421,Rio,-0.003782598301768303,0.5163186391194662,"{""type"":""Point"",""coordinates"":[-58.836065000000005,-34.059934]}"
924,06119,6,21/4/2007,Brandsen,Buenos Aires,7058-2230,12.02,27,otoño,2007-04-16,"[2007-04-16, 2007-04-17, 2007-04-18, 2007-04-19, 2007-04-20, 2007-04-21, 2007-04-22]",true,924,-34.9854674,-58.1762428,1.46,"[0, 19.1, 0, 0, 4.2, 2.3, 18.9]",4.0918588638305664E-5,293.02763811747235,Molisoles,-0.0018548984080553055,0.4436747233072917,"{""type"":""Point"",""coordinates"":[-58.176242800000004,-34.98546739999999]}"
925,06098,6,4/5/1999,Berisso,Buenos Aires,3314-1708,0.7,7,otoño,1999-05-03,"[1999-05-03, 1999-05-04, 1999-05-05, 1999-05-06, 1999-05-07, 1999-05-08, 1999-05-09]",true,925,-34.84587606,-57.87973336,3.58,"[15.8, 1.2, 0, 2.8, 0, 0, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-57.87973336,-34.84587606]}"
926,06091,6,7/6/2014,Berazategui,Buenos Aires,7058-2230,14.45,26,otoño,2014-06-02,"[2014-06-02, 2014-06-03, 2014-06-04, 2014-06-05, 2014-06-06, 2014-06-07, 2014-06-08]",true,926,-34.83264047,-58.10084123,1.46,"[0, 0, 9, 0, 0, 1, 0]",2.7677416801452637E-4,285.73175112406415,Miscelaneas,-0.0013860240578651428,0.4645086924235026,"{""type"":""Point"",""coordinates"":[-58.10084122999999,-34.83264047]}"
927,06035,6,20/1/1996,Avellaneda,Buenos Aires,35411-6952,1.59,6,verano,1996-01-15,"[1996-01-15, 1996-01-16, 1996-01-17, 1996-01-18, 1996-01-19, 1996-01-20, 1996-01-21]",true,927,-34.67500565,-58.31056343,3.38,"[0, 0, 1.9, 0.3, 0, 0, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.31056343,-34.675005649999996]}"
928,06028,6,3/1/1999,Almirante Brown,Buenos Aires,35405-6949,1.13,28,verano,1998-12-28,"[1998-12-28, 1998-12-29, 1998-12-30, 1998-12-31, 1999-01-01, 1999-01-02, 1999-01-03]",true,928,-34.80155807,-58.39146772,0.93,"[31.9, 0, 0, 0, 0, 1.8, 7.8]",9.671002626419067E-4,296.6461696624756,Miscelaneas,-0.002158466726541519,0.37665239969889325,"{""type"":""Point"",""coordinates"":[-58.39146772000001,-34.80155807]}"
929,06882,6,9/10/1993,Zarate,Buenos Aires,3320-1714,3.88,28,primavera,1993-10-04,"[1993-10-04, 1993-10-05, 1993-10-06, 1993-10-07, 1993-10-08, 1993-10-09, 1993-10-10]",true,929,-33.9804188,-59.2846864,2.42,"[0, 0, 0, 0, 0, 0, 0]",9.523332118988037E-5,287.17681884765625,Rio,-0.003468724898993969,0.5277385711669922,"{""type"":""Point"",""coordinates"":[-59.2846864,-33.9804188]}"
930,82063,82,25/3/2006,La Capital,Santa Fe,103-103,23.73,25,verano,2006-03-20,"[2006-03-20, 2006-03-21, 2006-03-22, 2006-03-23, 2006-03-24, 2006-03-25, 2006-03-26]",false,930,-31.18858147,-60.62677383,2.15,"[0, 0, 0.2, 0, 0.3, 2, 0]",7.405877113342285E-6,295.32949511210126,Molisoles,-0.0038090255111455917,0.41822179158528644,"{""type"":""Point"",""coordinates"":[-60.62677383,-31.18858147]}"
931,34028,34,15/10/1996,Matacos,Formosa,33909-6556,47.74,205,primavera,1996-10-14,"[1996-10-14, 1996-10-15, 1996-10-16, 1996-10-17, 1996-10-18, 1996-10-19, 1996-10-20]",false,931,-23.67500877,-62.31292343,2.02,"[0, 0, 0, 0, 0, 4.4, 13.2]",8.940696716308594E-8,293.9588845570882,Alfisoles,-0.004304295405745506,0.3149089813232422,"{""type"":""Point"",""coordinates"":[-62.31292343,-23.67500877]}"
932,30070,30,17/12/1990,La Paz,Entre Rios,6543-2055,11.16,36,primavera,1990-12-17,"[1990-12-17, 1990-12-18, 1990-12-19, 1990-12-20, 1990-12-21, 1990-12-22, 1990-12-23]",true,932,-30.60360412,-59.52751986,4.26,"[47.5, 3.6, 0, 0, 6, 20.4, 0.2]",0.009923622012138367,299.2302665710449,Molisoles,-0.005949964746832848,0.39369455973307294,"{""type"":""Point"",""coordinates"":[-59.52751986,-30.60360412]}"
933,06357,6,20/2/2007,General Pueyrredon,Buenos Aires,3347-1742,17.47,21,verano,2007-02-19,"[2007-02-19, 2007-02-20, 2007-02-21, 2007-02-22, 2007-02-23, 2007-02-24, 2007-02-25]",false,933,-37.80766254,-57.62989086,5.55,"[0, 0.3, 0, 4.8, 0.7, 0.6, 0]",2.3543834686279297E-6,292.8040962219238,Molisoles,-0.004134477116167545,0.410952885945638,"{""type"":""Point"",""coordinates"":[-57.62989086,-37.80766254000001]}"
934,86056,86,22/4/2007,Copo,Santiago del Estero,6309-1957,42.91,266,otoño,2007-04-16,"[2007-04-16, 2007-04-17, 2007-04-18, 2007-04-19, 2007-04-20, 2007-04-21, 2007-04-22]",false,934,-25.72948778,-63.46601397,2.96,"[0.2, 0, 0, 0, 0, 1.7, 0.1]",3.056228160858154E-5,299.14490699768066,Molisoles,-0.002608056180179119,0.3165791829427083,"{""type"":""Point"",""coordinates"":[-63.46601397,-25.72948778]}"
935,86133,86,8/12/2011,Pellegrini,Santiago del Estero,32820-6498,6.85,375,primavera,2011-12-05,"[2011-12-05, 2011-12-06, 2011-12-07, 2011-12-08, 2011-12-09, 2011-12-10, 2011-12-11]",true,935,-26.28318787,-64.45684052,0,"[8.4, 4.6, 17.8, 7.2, 0, 0, 0]",7.05718994140625E-5,294.0865173339844,Entisoles,-0.0028628483414649963,0.3960272471110026,"{""type"":""Point"",""coordinates"":[-64.45684052,-26.28318787]}"
936,82098,82,15/9/1993,San Javier,Santa Fe,6247-1929,17.29,60,invierno,1993-09-13,"[1993-09-13, 1993-09-14, 1993-09-15, 1993-09-16, 1993-09-17, 1993-09-18, 1993-09-19]",false,936,-29.42420679,-59.97955475,5.55,"[50.3, 0.8, 0, 0, 0, 26.8, 8.7]",0.007071629166603088,287.96764246622723,Complejo indiferenci,-8.857604116201401E-4,0.3827838897705078,"{""type"":""Point"",""coordinates"":[-59.97955475,-29.424206790000007]}"
937,82049,82,2/7/1992,General Obligado,Santa Fe,32822-6509,17.99,58,invierno,1992-06-29,"[1992-06-29, 1992-06-30, 1992-07-01, 1992-07-02, 1992-07-03, 1992-07-04, 1992-07-05]",false,937,-28.6765561,-59.7497004,1.41,"[0, 0, 0, 0, 0, 0.2, 0]",0.0015877783298492432,284.6239376068115,Alfisoles,-8.14453698694706E-4,0.4525197347005208,"{""type"":""Point"",""coordinates"":[-59.7497004,-28.676556099999996]}"
938,82035,82,26/3/1993,Garay,Santa Fe,33531-6669,2.91,23,otoño,1993-03-22,"[1993-03-22, 1993-03-23, 1993-03-24, 1993-03-25, 1993-03-26, 1993-03-27, 1993-03-28]",true,938,-31.1523125,-60.1365521,2.36,"[0, 0, 0, 0, 0, 0, 0]",5.623400211334229E-4,294.7957878112793,Molisoles,-0.0037877289578318596,0.3252906799316406,"{""type"":""Point"",""coordinates"":[-60.1365521,-31.152312499999997]}"
939,90014,90,20/6/1993,Cruz Alta,Tucuman,33966-6506,21.31,370,otoño,1993-06-14,"[1993-06-14, 1993-06-15, 1993-06-16, 1993-06-17, 1993-06-18, 1993-06-19, 1993-06-20]",false,939,-27.0201218,-65.0182022,1.85,"[0, 0.7, 0, 0, 0, 0, 0]",5.578547716140747E-4,287.3318812052409,Molisoles,-7.757600396871567E-4,0.3173758188883464,"{""type"":""Point"",""coordinates"":[-65.0182022,-27.0201218]}"
940,90042,90,5/2/2013,Alberdi,Tucuman,6896-2166,25.5,359,verano,2013-02-04,"[2013-02-04, 2013-02-05, 2013-02-06, 2013-02-07, 2013-02-08, 2013-02-09, 2013-02-10]",false,940,-27.60163,-65.5373,2.13,"[0, 2, 0.2, 0.3, 0, 0, 0.5]",2.5674700736999512E-5,298.17944463094074,Roca,-0.003304596059024334,0.2140814463297526,"{""type"":""Point"",""coordinates"":[-65.5373,-27.601630000000004]}"
941,86140,86,11/3/1991,Quebrachos,Santiago del Estero,36916-7263,27.02,81,verano,1991-03-11,"[1991-03-11, 1991-03-12, 1991-03-13, 1991-03-14, 1991-03-15, 1991-03-16, 1991-03-17]",false,941,-29.79049,-63.18682,3.33,"[1.2, 1.7, 2.9, 0.7, 0.6, 0, 0]",4.5359134674072266E-5,297.73791122436523,Alfisoles,-0.0029058801010251045,0.37871869405110675,"{""type"":""Point"",""coordinates"":[-63.18682,-29.790489999999995]}"
942,86175,86,12/11/2003,San Martin,Santiago del Estero,33116-6456,15.66,135,primavera,2003-11-10,"[2003-11-10, 2003-11-11, 2003-11-12, 2003-11-13, 2003-11-14, 2003-11-15, 2003-11-16]",false,942,-28.2954,-63.86655,2.8,"[0, 0, 2.8, 0, 0, 0, 1.2]",1.519918441772461E-6,301.6802978515625,Alfisoles,-0.0028743837028741837,0.1683680216471354,"{""type"":""Point"",""coordinates"":[-63.86655,-28.2954]}"
943,86168,86,4/6/2000,Salavina,Santiago del Estero,36916-7263,18.29,101,otoño,2000-05-29,"[2000-05-29, 2000-05-30, 2000-05-31, 2000-06-01, 2000-06-02, 2000-06-03, 2000-06-04]",false,943,-29.03431036,-63.33874661,2.14,"[0, 0, 0, 0, 0, 0, 0]",3.2633543014526367E-6,288.59817695617676,Alfisoles,-0.0013438276946544647,0.3157049814860026,"{""type"":""Point"",""coordinates"":[-63.33874661,-29.034310360000003]}"
944,86112,86,20/5/2004,Mitre,Santiago del Estero,37593-7391,10.57,90,otoño,2004-05-17,"[2004-05-17, 2004-05-18, 2004-05-19, 2004-05-20, 2004-05-21, 2004-05-22, 2004-05-23]",true,944,-29.29157166,-63.03450311,1.06,"[0, 0, 0, 0, 0, 2.5, 0.2]",1.6763806343078613E-5,286.54128964742023,Alfisoles,-0.0014567933976650238,0.24115371704101562,"{""type"":""Point"",""coordinates"":[-63.03450311000001,-29.29157166]}"
945,86105,86,28/8/1996,Loreto,Santiago del Estero,33116-6456,8.34,133,invierno,1996-08-26,"[1996-08-26, 1996-08-27, 1996-08-28, 1996-08-29, 1996-08-30, 1996-08-31, 1996-09-01]",true,945,-28.47635326,-64.04507396,2.78,"[0, 0, 0, 0, 0.3, 0, 0]",7.897615432739258E-6,288.2530568440755,Alfisoles,-7.375963032245636E-4,0.1398181915283203,"{""type"":""Point"",""coordinates"":[-64.04507396,-28.47635326]}"
946,86105,86,9/4/2001,Loreto,Santiago del Estero,33116-6456,8.34,133,otoño,2001-04-09,"[2001-04-09, 2001-04-10, 2001-04-11, 2001-04-12, 2001-04-13, 2001-04-14, 2001-04-15]",true,946,-28.47635326,-64.04507396,2.78,"[0, 0, 1.4, 1.1, 0.2, 1.7, 27.3]",1.2287497520446777E-4,294.3594379425049,Alfisoles,-0.002653045579791069,0.3788337707519531,"{""type"":""Point"",""coordinates"":[-64.04507396,-28.47635326]}"
947,86042,86,10/9/2008,Belgrano,Santiago del Estero,6800-2197,12.07,97,invierno,2008-09-08,"[2008-09-08, 2008-09-09, 2008-09-10, 2008-09-11, 2008-09-12, 2008-09-13, 2008-09-14]",true,947,-28.89628,-62.62596,2.97,"[0, 0, 0, 0, 0, 0, 0]",2.5331974029541016E-7,290.7544809977214,Molisoles,-4.932070150971413E-4,0.13530286153157553,"{""type"":""Point"",""coordinates"":[-62.62596,-28.89628]}"
948,86119,86,4/3/1999,Moreno,Santiago del Estero,6804-2223,49.25,157,verano,1999-03-01,"[1999-03-01, 1999-03-02, 1999-03-03, 1999-03-04, 1999-03-05, 1999-03-06, 1999-03-07]",false,948,-27.41385841,-63.06546783,1.4,"[0, 50.1, 1.1, 0.2, 0, 0, 1.7]",2.980232238769531E-7,305.04342524210614,Entisoles,-0.004194878041744232,0.14499918619791666,"{""type"":""Point"",""coordinates"":[-63.06546783,-27.41385841]}"
949,14021,14,3/9/2006,Colon,Cordoba,33948-6745,20.69,355,invierno,2006-08-28,"[2006-08-28, 2006-08-29, 2006-08-30, 2006-08-31, 2006-09-01, 2006-09-02, 2006-09-03]",false,949,-31.25624481,-63.95340394,0.93,"[0, 0, 0, 0, 0.1, 0, 0]",2.473592758178711E-6,285.53820927937824,Miscelaneas,-0.0012544188648462296,0.21394666035970053,"{""type"":""Point"",""coordinates"":[-63.953403939999994,-31.256244809999995]}"
950,74049,74,8/7/1992,Junin,San Luis,34137-6448,58.78,587,invierno,1992-07-06,"[1992-07-06, 1992-07-07, 1992-07-08, 1992-07-09, 1992-07-10, 1992-07-11, 1992-07-12]",false,950,-32.31398017,-65.41102538,2.15,"[0, 0, 0, 0, 0, 0.2, 3.6]",5.960464477539063E-8,275.1728165944417,Entisoles,-7.457314059138298E-4,0.18925158182779947,"{""type"":""Point"",""coordinates"":[-65.41102538,-32.31398017]}"
951,22140,22,14/4/2007,San Fernando,Chaco,6254-1933,11.88,54,otoño,2007-04-09,"[2007-04-09, 2007-04-10, 2007-04-11, 2007-04-12, 2007-04-13, 2007-04-14, 2007-04-15]",true,951,-27.92561531,-59.31798172,2.97,"[0, 0, 9.6, 6.1, 0, 5, 4.2]",7.212162017822266E-6,293.96887079874676,Complejo indiferenci,-0.0029158461838960648,0.3764362335205078,"{""type"":""Point"",""coordinates"":[-59.317981720000006,-27.925615310000005]}"
952,66056,66,26/3/1997,General Jose de San Martin,Salta,6934-2187,25.44,797,otoño,1997-03-24,"[1997-03-24, 1997-03-25, 1997-03-26, 1997-03-27, 1997-03-28, 1997-03-29, 1997-03-30]",false,952,-22.16459982,-63.9088426,0.93,"[1, 3.9, 2, 1.5, 1.1, 0, 0]",0.006049931049346924,290.7623710632324,Molisoles,-0.0021123168990015984,0.4716256459554036,"{""type"":""Point"",""coordinates"":[-63.90884259999999,-22.16459982]}"
953,18021,18,13/7/2009,Capital,Corrientes,6611-2085,6.4,45,invierno,2009-07-13,"[2009-07-13, 2009-07-14, 2009-07-15, 2009-07-16, 2009-07-17, 2009-07-18, 2009-07-19]",true,953,-27.4064,-58.78276,12.77,"[0, 0, 0.6, 0, 0, 0, 0]",7.645785808563232E-5,285.6449597676595,Rio,-0.002330719493329525,0.31778589884440106,"{""type"":""Point"",""coordinates"":[-58.78276,-27.4064]}"
954,66056,66,4/12/1994,General Jose de San Martin,Salta,6934-2187,25.44,797,primavera,1994-11-28,"[1994-11-28, 1994-11-29, 1994-11-30, 1994-12-01, 1994-12-02, 1994-12-03, 1994-12-04]",false,954,-22.16459982,-63.9088426,0.93,"[16.7, 25.9, 0, 0, 0, 6, 27.9]",4.8279762268066406E-5,297.4062309265137,Molisoles,-0.00532198790460825,0.4296550750732422,"{""type"":""Point"",""coordinates"":[-63.90884259999999,-22.16459982]}"
955,86091,86,6/8/2008,Jimnez,Santiago del Estero,32820-6498,23.4,292,invierno,2008-08-04,"[2008-08-04, 2008-08-05, 2008-08-06, 2008-08-07, 2008-08-08, 2008-08-09, 2008-08-10]",false,955,-26.68895431,-64.45447124,5.64,"[0, 0, 0, 0, 0.1, 0, 0]",3.2588839530944824E-5,292.2404899597168,Molisoles,-0.00119856558740139,0.1293646494547526,"{""type"":""Point"",""coordinates"":[-64.45447124,-26.68895431]}"
956,86070,86,23/11/1994,Figueroa,Santiago del Estero,6309-1957,34.35,186,primavera,1994-11-21,"[1994-11-21, 1994-11-22, 1994-11-23, 1994-11-24, 1994-11-25, 1994-11-26, 1994-11-27]",false,956,-26.91460859,-63.52985443,3.47,"[0, 0, 0, 0, 0, 2.1, 0.5]",5.140900611877441E-6,294.78351974487305,Entisoles,-0.006067405454814434,0.29933738708496094,"{""type"":""Point"",""coordinates"":[-63.52985443,-26.914608590000004]}"
957,86056,86,10/3/2003,Copo,Santiago del Estero,6309-1957,42.91,266,verano,2003-03-10,"[2003-03-10, 2003-03-11, 2003-03-12, 2003-03-13, 2003-03-14, 2003-03-15, 2003-03-16]",false,957,-25.72948778,-63.46601397,2.96,"[0, 0, 0, 11.8, 1.1, 33.2, 11.6]",5.5283308029174805E-6,300.17589060465497,Molisoles,-0.004227638244628906,0.37734222412109375,"{""type"":""Point"",""coordinates"":[-63.46601397,-25.72948778]}"
958,86021,86,18/5/1999,Atamisqui,Santiago del Estero,33116-6456,37.58,112,otoño,1999-05-17,"[1999-05-17, 1999-05-18, 1999-05-19, 1999-05-20, 1999-05-21, 1999-05-22, 1999-05-23]",false,958,-28.82072,-63.74698,2.12,"[0.5, 7, 0, 0, 0, 0, 0]",5.723536014556885E-5,291.94354311625165,Alfisoles,-0.0015074899420142174,0.286526362101237,"{""type"":""Point"",""coordinates"":[-63.74697999999999,-28.820720000000005]}"
959,50049,50,19/9/2008,Las Heras,Mendoza,32660-6492,18.88,2682,invierno,2008-09-15,"[2008-09-15, 2008-09-16, 2008-09-17, 2008-09-18, 2008-09-19, 2008-09-20, 2008-09-21]",false,959,-32.24008942,-69.45531464,5.54,"[0, 0, 0, 10.9, 1.8, 0, 0]",4.038214683532715E-6,268.8093630472819,Roca,-2.674013376235962E-4,0.15237553914388022,"{""type"":""Point"",""coordinates"":[-69.45531464,-32.24008942]}"
960,50049,50,24/4/1995,Las Heras,Mendoza,32660-6492,18.88,2682,otoño,1995-04-24,"[1995-04-24, 1995-04-25, 1995-04-26, 1995-04-27, 1995-04-28, 1995-04-29, 1995-04-30]",false,960,-32.24008942,-69.45531464,5.54,"[0, 0, 0, 0.4, 2, 0, 0]",1.4901161193847656E-7,277.8956464131673,Roca,-1.0082963854074478E-4,0.05175654093424479,"{""type"":""Point"",""coordinates"":[-69.45531464,-32.24008942]}"
961,90084,90,25/10/2006,Capital,Tucuman,33966-6506,7.44,453,primavera,2006-10-23,"[2006-10-23, 2006-10-24, 2006-10-25, 2006-10-26, 2006-10-27, 2006-10-28, 2006-10-29]",true,961,-26.82900979,-65.21054418,6.28,"[6.4, 0, 17.5, 21.4, 0, 0.2, 2.8]",2.1150708198547363E-4,296.8274326324463,Molisoles,-0.0039017237722873688,0.3963979085286458,"{""type"":""Point"",""coordinates"":[-65.21054418,-26.829009789999997]}"
962,86070,86,4/9/2014,Figueroa,Santiago del Estero,6309-1957,34.35,186,invierno,2014-09-01,"[2014-09-01, 2014-09-02, 2014-09-03, 2014-09-04, 2014-09-05, 2014-09-06, 2014-09-07]",false,962,-26.91460859,-63.52985443,3.47,"[0.8, 9.6, 5, 2.2, 0.6, 0.3, 0]",4.470348358154297E-8,300.5249780019124,Entisoles,-5.339998751878738E-4,0.13388570149739584,"{""type"":""Point"",""coordinates"":[-63.52985443,-26.914608590000004]}"
963,86070,86,22/2/1995,Figueroa,Santiago del Estero,6309-1957,34.35,186,verano,1995-02-20,"[1995-02-20, 1995-02-21, 1995-02-22, 1995-02-23, 1995-02-24, 1995-02-25, 1995-02-26]",false,963,-26.91460859,-63.52985443,3.47,"[0, 0.3, 15.5, 3.9, 3.1, 0, 0.6]",3.56137752532959E-6,298.8432331085205,Entisoles,-0.0059391167014837265,0.23698743184407553,"{""type"":""Point"",""coordinates"":[-63.52985443,-26.914608590000004]}"
964,86049,86,28/1/2000,Capital,Santiago del Estero,36917-7264,13.33,287,verano,2000-01-24,"[2000-01-24, 2000-01-25, 2000-01-26, 2000-01-27, 2000-01-28, 2000-01-29, 2000-01-30]",true,964,-27.80983349,-64.48893926,0.93,"[16.2, 0, 0, 0, 0, 2.5, 5.9]",3.123432397842407E-4,297.81346956888837,Alfisoles,-0.0033506965264678,0.2933158874511719,"{""type"":""Point"",""coordinates"":[-64.48893926,-27.809833490000003]}"
965,86049,86,6/8/1994,Capital,Santiago del Estero,36917-7264,13.33,287,invierno,1994-08-01,"[1994-08-01, 1994-08-02, 1994-08-03, 1994-08-04, 1994-08-05, 1994-08-06, 1994-08-07]",true,965,-27.80983349,-64.48893926,0.93,"[0.2, 0, 0, 0, 0, 0, 2.5]",1.7274916172027588E-4,286.0609588623047,Alfisoles,-0.0012744609266519547,0.14294751485188803,"{""type"":""Point"",""coordinates"":[-64.48893926,-27.809833490000003]}"
966,86035,86,16/11/1993,Banda,Santiago del Estero,36917-7264,0.64,223,primavera,1993-11-15,"[1993-11-15, 1993-11-16, 1993-11-17, 1993-11-18, 1993-11-19, 1993-11-20, 1993-11-21]",true,966,-27.59548811,-64.41117012,1.4,"[0.1, 4.4, 0, 0, 0, 0, 0.9]",9.02414321899414E-5,293.17626571655273,Alfisoles,-0.0026541082188487053,0.3233795166015625,"{""type"":""Point"",""coordinates"":[-64.41117012,-27.595488109999998]}"
967,86035,86,6/12/2007,Banda,Santiago del Estero,36917-7264,0.64,223,primavera,2007-12-03,"[2007-12-03, 2007-12-04, 2007-12-05, 2007-12-06, 2007-12-07, 2007-12-08, 2007-12-09]",true,967,-27.59548811,-64.41117012,1.4,"[0.1, 15.3, 3.9, 0, 0, 2.4, 9.4]",3.153085708618164E-5,298.99223645528156,Alfisoles,-0.002698163501918316,0.3226312001546224,"{""type"":""Point"",""coordinates"":[-64.41117012,-27.595488109999998]}"
968,86014,86,19/2/2010,Alberdi,Santiago del Estero,6855-2224,89.3,176,verano,2010-02-15,"[2010-02-15, 2010-02-16, 2010-02-17, 2010-02-18, 2010-02-19, 2010-02-20, 2010-02-21]",false,968,-26.78946686,-62.70516586,4.17,"[59.5, 0, 0.4, 0.1, 0, 29.1, 49.1]",0.010379940271377563,298.643513361613,Entisoles,-0.004181930795311928,0.34546788533528644,"{""type"":""Point"",""coordinates"":[-62.70516586,-26.789466860000005]}"
969,86014,86,9/6/1990,Alberdi,Santiago del Estero,6855-2224,89.3,176,otoño,1990-06-04,"[1990-06-04, 1990-06-05, 1990-06-06, 1990-06-07, 1990-06-08, 1990-06-09, 1990-06-10]",false,969,-26.78946686,-62.70516586,4.17,"[0.1, 0, 0, 0, 0, 0, 0]",3.7997961044311523E-6,287.78363100687665,Entisoles,-7.744599133729935E-4,0.23828951517740884,"{""type"":""Point"",""coordinates"":[-62.70516586,-26.789466860000005]}"
970,86014,86,28/11/1999,Alberdi,Santiago del Estero,6855-2224,89.3,176,primavera,1999-11-22,"[1999-11-22, 1999-11-23, 1999-11-24, 1999-11-25, 1999-11-26, 1999-11-27, 1999-11-28]",false,970,-26.78946686,-62.70516586,4.17,"[0.2, 0, 0, 11.7, 0, 0, 0]",4.76837158203125E-7,299.9326171875,Entisoles,-0.0019562076777219772,0.18544387817382812,"{""type"":""Point"",""coordinates"":[-62.70516586,-26.789466860000005]}"
971,86014,86,5/9/1996,Alberdi,Santiago del Estero,6855-2224,89.3,176,invierno,1996-09-02,"[1996-09-02, 1996-09-03, 1996-09-04, 1996-09-05, 1996-09-06, 1996-09-07, 1996-09-08]",false,971,-26.78946686,-62.70516586,4.17,"[0, 0, 0, 0, 0, 2.7, 4.3]",4.470348358154297E-8,293.65602048238117,Entisoles,-1.8878839910030365E-4,0.13667996724446616,"{""type"":""Point"",""coordinates"":[-62.70516586,-26.789466860000005]}"
972,86014,86,22/1/2001,Alberdi,Santiago del Estero,6855-2224,89.3,176,verano,2001-01-22,"[2001-01-22, 2001-01-23, 2001-01-24, 2001-01-25, 2001-01-26, 2001-01-27, 2001-01-28]",false,972,-26.78946686,-62.70516586,4.17,"[23.7, 19.4, 9.5, 6.2, 1.7, 0.5, 3]",0.007891684770584106,297.66467157999676,Entisoles,-0.003768675960600376,0.377560297648112,"{""type"":""Point"",""coordinates"":[-62.70516586,-26.789466860000005]}"
973,02010,2,28/11/2000,Comuna 10,Capital Federal,36837-7237,4.71,24,primavera,2000-11-27,"[2000-11-27, 2000-11-28, 2000-11-29, 2000-11-30, 2000-12-01, 2000-12-02, 2000-12-03]",true,973,-34.62768629,-58.48358728,1.46,"[1.3, 0, 0, 0, 0, 0, 0.4]",9.055435657501221E-4,296.3063500722249,Miscelaneas,-0.00439075194299221,0.3299274444580078,"{""type"":""Point"",""coordinates"":[-58.48358728,-34.62768628999999]}"
974,02013,2,14/3/2015,Comuna 13,Capital Federal,54-54,3.99,10,verano,2015-03-09,"[2015-03-09, 2015-03-10, 2015-03-11, 2015-03-12, 2015-03-13, 2015-03-14, 2015-03-15]",true,974,-34.55488152,-58.4502891,3.85,"[0, 0.1, 0, 0, 0, 1.2, 0]",3.288835287094116E-4,297.2952798207601,Miscelaneas,-0.0033170972019433975,0.23868115743001303,"{""type"":""Point"",""coordinates"":[-58.4502891,-34.55488152]}"
975,02014,2,27/5/1999,Comuna 14,Capital Federal,85-85,2.68,24,otoño,1999-05-24,"[1999-05-24, 1999-05-25, 1999-05-26, 1999-05-27, 1999-05-28, 1999-05-29, 1999-05-30]",true,975,-34.57389998,-58.42243645,5.28,"[0, 0, 0, 0, 14.6, 2.4, 0]",2.8073787689208984E-4,284.5727736155192,Miscelaneas,-0.0012578796595335007,0.34527587890625,"{""type"":""Point"",""coordinates"":[-58.42243645,-34.57389997999999]}"
